AbsMin_Comparisons	ID	lower_4	upper_4	absMin_4	lower_15	upper_15	absMin_15	lower_20	upper_20	absMin_20	four_fifteen	four_twenty	fifteen_twenty
AbsMin_Comparisons	AACPS4	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPS5	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPS6	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPS7	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPS8	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPS9	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPSFA130OH	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPSFA1718	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AACPSFA1817	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ABTA	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACACCB	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACACCT	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACACT10R	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACACt2	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACALDi	0.0	0.0	0	0.0	0.0	0	-0.0	0.990343	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACBIPGT	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACCOAC	5.068387	5.068387	5.068387	5.068387	5.068387	5.068387	5.068387	5.068387	5.068387	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACCOAL	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACGAMK	45.115918	45.115918	45.115918	19.627721	19.627721	19.627721	53.747894	53.747894	53.747894	15C < 4C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ACGAt2	45.115918	45.115918	45.115918	19.627721	19.627721	19.627721	53.747894	53.747894	53.747894	15C < 4C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ACGK	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACGS	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACHBS	0.268394	0.268394	0.268394	0.268394	0.268394	0.268394	0.268394	0.268394	0.268394	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACKr	111.366881	111.366881	111.366881	31.885633	31.885633	31.885633	90.047816	90.047816	90.047816	15C < 4C, diff values	20C < 4C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ACLS	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACMAT1	-0.0	0.661538	0	0.0	0.661538	0	0.0	0.661538	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACNAMS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACOAD10	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACOAD8	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACOAD9	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACOATA	-0.0	0.661538	0	-0.0	0.661538	0	-0.0	0.661538	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACODA	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	0.376736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACONT	2.336425	2.336425	2.336425	1.832539	1.832539	1.832539	0.842196	0.842196	0.842196	15C < 4C, diff values	20C < 4C, diff values	20C < 15C, diff values
AbsMin_Comparisons	ACOTA	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ACPS1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACPSc	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ACt6	-157.034139	-157.034139	-157.034139	-52.064694	-52.064694	-52.064694	-144.347051	-144.347051	-144.347051	15C < 4C, diff values	20C < 4C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ADA	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADCL	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADCOBAK	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADCOBAS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADCOBHEXS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADCS	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADHMCYSSYN	0.001514	0.001514	0.001514	0.001514	0.001514	0.001514	0.001514	0.001514	0.001514	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADK1	-0.0	18.86626	0	-0.0	13.852294	0	-0.0	13.852293	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADK3	-9.093535	10.27661	0	-8.58965	5.262644	0	-8.58965	5.262644	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADK4	-0.503885	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADMDC	0.007633	0.007633	0.007633	0.007633	0.007633	0.007633	0.007633	0.007633	0.007633	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADNCYC	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADNK1	0.00915	0.513035	0.00915	0.00915	0.00915	0.00915	0.00915	0.00915	0.00915	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADNt2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADPRDP	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADPT	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ADSK	0.150736	0.150736	0.150736	0.150736	0.150736	0.150736	0.150736	0.150736	0.150736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADSL1r	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADSL2r	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ADSS	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	0.16639	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AEPPAT	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AGDC	45.115918	45.115918	45.115918	19.627721	19.627721	19.627721	53.747894	53.747894	53.747894	15C < 4C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	AGMAHYD	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AGPEPHOS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AGPR	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	-0.376736	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AHAI	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	0.799812	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AHCYSNS	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AICART	0.238914	0.238914	0.238914	0.238914	0.238914	0.238914	0.238914	0.238914	0.238914	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AIRC2	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	0.150541	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AIRC3	-0.150541	-0.150541	-0.150541	-0.150541	-0.150541	-0.150541	-0.150541	-0.150541	-0.150541	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AKGD	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALAALA	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ALAD_L	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALAGLYX	1.494481	1.494481	1.494481	0.990595	0.990595	0.990595	0.000252	0.000252	0.000252	15C < 4C, diff values	20C < 4C, diff values	20C < 15C, diff values
AbsMin_Comparisons	ALAR	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.05544	0.02772	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ALATA_D2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALATA_L	-2.168105	4.01504	0	-1.664219	4.518673	0	-0.701596	5.509016	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALATA_L2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALATRS	0.346091	0.346091	0.346091	0.346091	0.346091	0.346091	0.346091	0.346091	0.346091	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ALA_Dt4	0.02772	0.02772	0.02772	0.02772	0.02772	0.02772	0.0	0.02772	0	4C == 15C, fixed non-zero	20C < 4C, one zero	20C < 15C, one zero
AbsMin_Comparisons	ALAt4	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALCD2x	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALDD2x	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALLNRAC	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALLTC	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ALLTN	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMAA	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMALT1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMALT2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMALT3	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMALT4	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMAOT	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AMMQT7_2	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AMOB_Sink	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AMPMS2	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	0.000252	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AMPTASECG	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AMPTASEPG	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ANPRT	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ANS1	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	0.049387	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AOXS	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	AP4AH	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AP5AH	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	APRAUR	0.000505	0.000505	0.000505	0.000505	0.000505	0.000505	0.000505	0.000505	0.000505	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ARBABC	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ARGDC	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	0.045289	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ARGSL	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ARGSS	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	0.221268	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ARGTRS	0.175979	0.175979	0.175979	0.175979	0.175979	0.175979	0.175979	0.175979	0.175979	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ARSRD2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ARSt1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASAD	-0.35446	-0.35446	-0.35446	-0.858345	-0.858345	-0.858345	-1.848688	-1.848688	-1.848688	4C < 15C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ASNN	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASNS1	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ASNTRS	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	0.175627	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ASP1DC	0.000615	0.000615	0.000615	0.000615	0.000615	0.000615	0.000615	0.000615	0.000615	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ASPCT	0.141482	0.141482	0.141482	0.141482	0.141482	0.141482	0.141483	0.141483	0.141483	4C == 15C, fixed non-zero	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ASPK	0.35446	0.35446	0.35446	0.858345	0.858345	0.858345	1.848688	1.848688	1.848688	4C < 15C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ASPO3	0.0	0.002579	0	0.0	0.002579	0	0.0	0.002579	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPO5	0.0	0.002579	0	0.0	0.002579	0	0.0	0.002579	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPO6	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPO8	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPO9	0.0	0.002579	0	0.0	0.002579	0	0.0	0.002579	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPTA1	-1.445588	-1.445588	-1.445588	-1.949474	-1.949474	-1.949474	-2.939817	-2.939817	-2.939817	4C < 15C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ASPTA4	-0.0	0.0	0	-0.0	0.0	0	-0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ASPTRS	0.232626	0.232626	0.232626	0.232626	0.232626	0.232626	0.232626	0.232626	0.232626	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
AbsMin_Comparisons	ASPt2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	AST	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	4C == 15C, fixed zero	4C == 20C, fixed zero	15C == 20C, fixed zero
AbsMin_Comparisons	ATPM	25.08445	25.08445	25.08445	5.220974	5.220974	5.220974	101.153537	101.153537	101.153537	15C < 4C, diff values	4C < 20C, diff values	15C < 20C, diff values
AbsMin_Comparisons	ATPPRT	0.088373	0.088373	0.088373	0.088373	0.088373	0.088373	0.088373	0.088373	0.088373	4C == 15C, fixed non-zero	4C == 20C, fixed non-zero	15C == 20C, fixed non-zero
